TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_TIME_SECONDS,TX_TIME_DAYS,TX_FRAUD,TX_FRAUD_SCENARIO
91201,2024-11-10 00:00:13,3192,679,87.62,1036813,12,0,0
91202,2024-11-10 00:02:19,714,799,107.03,1036939,12,1,2
91203,2024-11-10 00:03:00,718,796,91.9,1036980,12,0,0
91204,2024-11-10 00:03:41,2141,424,22.52,1037021,12,0,0
91205,2024-11-10 00:04:21,471,35,19.92,1037061,12,0,0
91206,2024-11-10 00:05:21,1906,708,41.01,1037121,12,0,0
91207,2024-11-10 00:06:37,2305,715,47.58,1037197,12,0,0
91208,2024-11-10 00:07:12,2035,87,35.98,1037232,12,0,0
91209,2024-11-10 00:07:15,1522,409,5.65,1037235,12,0,0
91210,2024-11-10 00:08:11,3149,211,92.36,1037291,12,0,0
91211,2024-11-10 00:08:42,2221,211,18.26,1037322,12,0,0
91212,2024-11-10 00:11:31,2114,107,284.3,1037491,12,1,3
91213,2024-11-10 00:12:32,1884,6,110.72,1037552,12,0,0
91214,2024-11-10 00:12:34,2805,80,147.02,1037554,12,0,0
91215,2024-11-10 00:12:50,927,797,55.43,1037570,12,0,0
91216,2024-11-10 00:13:27,3994,565,93.02,1037607,12,0,0
91217,2024-11-10 00:13:33,3433,719,49.32,1037613,12,0,0
91218,2024-11-10 00:14:11,1386,225,56.22,1037651,12,0,0
91219,2024-11-10 00:14:35,2992,778,71.88,1037675,12,0,0
91220,2024-11-10 00:15:26,1967,729,41.23,1037726,12,0,0
91221,2024-11-10 00:16:59,1380,441,7.76,1037819,12,0,0
91222,2024-11-10 00:17:40,3335,238,96.35,1037860,12,0,0
91223,2024-11-10 00:19:38,3272,331,11.95,1037978,12,0,0
91224,2024-11-10 00:20:21,913,791,68.61,1038021,12,0,0
91225,2024-11-10 00:21:30,3870,132,26.65,1038090,12,0,0
91226,2024-11-10 00:22:06,1096,350,30.89,1038126,12,0,0
91227,2024-11-10 00:22:07,3101,19,28.3,1038127,12,0,0
91228,2024-11-10 00:23:00,648,688,7.06,1038180,12,0,0
91229,2024-11-10 00:24:03,1924,514,98.34,1038243,12,1,2
91230,2024-11-10 00:24:51,778,6,44.54,1038291,12,0,0
91231,2024-11-10 00:25:44,1651,651,13.68,1038344,12,0,0
91232,2024-11-10 00:26:17,1762,153,9.31,1038377,12,0,0
91233,2024-11-10 00:28:37,1902,32,2.58,1038517,12,0,0
91234,2024-11-10 00:29:06,1223,661,9.58,1038546,12,0,0
91235,2024-11-10 00:29:13,3432,23,53.88,1038553,12,0,0
91236,2024-11-10 00:29:28,1801,206,30.0,1038568,12,0,0
91237,2024-11-10 00:30:53,2375,75,19.43,1038653,12,0,0
91238,2024-11-10 00:30:55,2737,177,89.92,1038655,12,0,0
91239,2024-11-10 00:31:34,1542,209,11.64,1038694,12,0,0
91240,2024-11-10 00:33:04,3074,398,12.89,1038784,12,0,0
91241,2024-11-10 00:34:02,2457,781,88.26,1038842,12,1,2
91242,2024-11-10 00:34:16,2559,307,56.24,1038856,12,0,0
91243,2024-11-10 00:35:01,1283,635,90.72,1038901,12,0,0
91244,2024-11-10 00:36:34,1705,326,17.17,1038994,12,0,0
91245,2024-11-10 00:36:38,3552,477,16.73,1038998,12,0,0
91246,2024-11-10 00:36:46,3743,336,85.57,1039006,12,0,0
91247,2024-11-10 00:38:27,3898,580,33.34,1039107,12,0,0
91248,2024-11-10 00:38:51,3481,310,86.35,1039131,12,0,0
91249,2024-11-10 00:39:08,1851,774,43.68,1039148,12,0,0
91250,2024-11-10 00:40:11,1889,76,72.67,1039211,12,0,0
91251,2024-11-10 00:42:02,1668,212,53.1,1039322,12,0,0
91252,2024-11-10 00:42:10,2,406,72.61,1039330,12,0,0
91253,2024-11-10 00:42:11,3765,333,10.85,1039331,12,0,0
91254,2024-11-10 00:42:32,2700,397,34.22,1039352,12,0,0
91255,2024-11-10 00:43:35,1388,114,36.19,1039415,12,0,0
91256,2024-11-10 00:44:02,1994,779,17.99,1039442,12,0,0
91257,2024-11-10 00:44:24,3796,692,155.79,1039464,12,0,0
91258,2024-11-10 00:44:27,298,754,75.94,1039467,12,0,0
91259,2024-11-10 00:44:59,2128,103,7.2,1039499,12,0,0
91260,2024-11-10 00:47:25,1550,214,6.66,1039645,12,0,0
91261,2024-11-10 00:47:55,1644,322,2.84,1039675,12,0,0
91262,2024-11-10 00:48:49,552,549,81.88,1039729,12,0,0
91263,2024-11-10 00:49:28,3966,732,12.01,1039768,12,0,0
91264,2024-11-10 00:49:57,134,788,125.76,1039797,12,0,0
91265,2024-11-10 00:50:39,1542,267,2.61,1039839,12,1,2
91266,2024-11-10 00:51:00,2472,4,103.63,1039860,12,0,0
91267,2024-11-10 00:53:26,2123,385,36.28,1040006,12,0,0
91268,2024-11-10 00:55:37,3157,539,42.38,1040137,12,0,0
91269,2024-11-10 00:55:41,3400,646,19.92,1040141,12,0,0
91270,2024-11-10 00:56:05,2336,124,109.79,1040165,12,0,0
91271,2024-11-10 00:56:11,332,694,68.39,1040171,12,0,0
91272,2024-11-10 00:56:18,3516,55,13.45,1040178,12,0,0
91273,2024-11-10 00:57:16,68,712,19.51,1040236,12,0,0
91274,2024-11-10 00:57:21,3316,731,35.84,1040241,12,0,0
91275,2024-11-10 00:58:08,286,606,59.39,1040288,12,0,0
91276,2024-11-10 00:59:27,3976,752,105.62,1040367,12,0,0
91277,2024-11-10 01:00:25,348,616,201.57,1040425,12,0,0
91278,2024-11-10 01:00:34,3488,708,56.99,1040434,12,0,0
91279,2024-11-10 01:00:38,3334,438,73.19,1040438,12,0,0
91280,2024-11-10 01:02:18,1453,89,18.82,1040538,12,0,0
91281,2024-11-10 01:02:24,3482,78,10.7,1040544,12,0,0
91282,2024-11-10 01:03:35,570,571,82.23,1040615,12,0,0
91283,2024-11-10 01:04:06,537,62,98.59,1040646,12,0,0
91284,2024-11-10 01:05:22,1065,96,52.71,1040722,12,0,0
91285,2024-11-10 01:05:34,3377,18,137.16,1040734,12,0,0
91286,2024-11-10 01:05:57,2153,397,50.19,1040757,12,0,0
91287,2024-11-10 01:06:14,2791,412,7.04,1040774,12,0,0
91288,2024-11-10 01:07:43,2534,494,25.19,1040863,12,0,0
91289,2024-11-10 01:07:57,3712,476,29.18,1040877,12,0,0
91290,2024-11-10 01:07:59,1450,248,74.69,1040879,12,0,0
91291,2024-11-10 01:08:15,2630,552,63.62,1040895,12,0,0
91292,2024-11-10 01:09:23,2722,408,148.16,1040963,12,0,0
91293,2024-11-10 01:10:01,1950,532,28.09,1041001,12,0,0
91294,2024-11-10 01:11:47,1522,573,6.16,1041107,12,0,0
91295,2024-11-10 01:12:10,2653,628,54.58,1041130,12,0,0
91296,2024-11-10 01:12:26,1884,722,70.85,1041146,12,0,0
91297,2024-11-10 01:12:40,408,60,29.12,1041160,12,0,0
91298,2024-11-10 01:13:08,2581,282,114.91,1041188,12,0,0
91299,2024-11-10 01:13:43,36,206,11.75,1041223,12,0,0
91300,2024-11-10 01:13:46,3422,26,34.6,1041226,12,0,0
91301,2024-11-10 01:13:58,2118,682,17.6,1041238,12,0,0
91302,2024-11-10 01:14:42,966,356,98.69,1041282,12,0,0
91303,2024-11-10 01:16:13,701,79,18.49,1041373,12,0,0
91304,2024-11-10 01:18:05,212,4,29.6,1041485,12,0,0
