TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_TIME_SECONDS,TX_TIME_DAYS,TX_FRAUD,TX_FRAUD_SCENARIO
2127634,2024-12-23 00:00:06,15947,29369,26.8,4752006,55,0,0
2127635,2024-12-23 00:00:20,8125,19237,70.08,4752020,55,0,0
2127636,2024-12-23 00:00:28,3124,23607,59.85,4752028,55,0,0
2127637,2024-12-23 00:00:33,11935,17209,29.36,4752033,55,0,0
2127638,2024-12-23 00:00:43,6829,24436,31.22,4752043,55,0,0
2127639,2024-12-23 00:00:55,13369,16753,87.19,4752055,55,0,0
2127640,2024-12-23 00:01:05,4781,22700,51.72,4752065,55,0,0
2127641,2024-12-23 00:01:06,13317,30825,80.27,4752066,55,0,0
2127642,2024-12-23 00:01:11,15764,17918,4.73,4752071,55,0,0
2127643,2024-12-23 00:01:13,13940,21685,25.01,4752073,55,0,0
2127644,2024-12-23 00:01:14,7826,2188,30.12,4752074,55,0,0
2127645,2024-12-23 00:01:19,19001,29024,114.06,4752079,55,0,0
2127646,2024-12-23 00:01:25,10668,18499,95.77,4752085,55,0,0
2127647,2024-12-23 00:02:02,6766,20875,89.25,4752122,55,0,0
2127648,2024-12-23 00:02:16,18658,9647,16.24,4752136,55,0,0
2127649,2024-12-23 00:02:26,9625,23922,29.52,4752146,55,0,0
2127650,2024-12-23 00:02:50,12367,4749,96.17,4752170,55,0,0
2127651,2024-12-23 00:02:55,16593,33397,69.52,4752175,55,0,0
2127652,2024-12-23 00:03:09,15059,26619,101.73,4752189,55,0,0
2127653,2024-12-23 00:03:33,2337,18252,10.02,4752213,55,0,0
2127654,2024-12-23 00:03:53,17611,30858,108.31,4752233,55,0,0
2127655,2024-12-23 00:04:02,10788,21569,171.57,4752242,55,0,0
2127656,2024-12-23 00:04:03,17675,5265,32.04,4752243,55,0,0
2127657,2024-12-23 00:04:12,11501,29714,28.08,4752252,55,0,0
2127658,2024-12-23 00:04:15,17384,19020,6.23,4752255,55,0,0
2127659,2024-12-23 00:04:51,19273,3104,15.96,4752291,55,0,0
2127660,2024-12-23 00:04:56,9063,11097,81.26,4752296,55,0,0
2127661,2024-12-23 00:05:16,5270,11171,104.98,4752316,55,0,0
2127662,2024-12-23 00:05:22,19227,3682,29.64,4752322,55,0,0
2127663,2024-12-23 00:05:24,17208,1960,12.22,4752324,55,0,0
2127664,2024-12-23 00:05:25,9106,11660,122.82,4752325,55,0,0
2127665,2024-12-23 00:05:28,5274,38990,40.7,4752328,55,0,0
2127666,2024-12-23 00:06:10,7390,15008,117.36,4752370,55,0,0
2127667,2024-12-23 00:06:29,3822,12903,78.98,4752389,55,0,0
2127668,2024-12-23 00:06:50,19868,25499,118.18,4752410,55,0,0
2127669,2024-12-23 00:06:58,9251,12722,79.2,4752418,55,0,0
2127670,2024-12-23 00:07:00,2989,36436,8.98,4752420,55,0,0
2127671,2024-12-23 00:07:03,1327,15434,54.78,4752423,55,0,0
2127672,2024-12-23 00:07:08,17480,15593,12.61,4752428,55,0,0
2127673,2024-12-23 00:07:12,3502,33924,6.34,4752432,55,0,0
2127674,2024-12-23 00:07:26,6937,18885,71.64,4752446,55,0,0
2127675,2024-12-23 00:07:38,3395,997,23.92,4752458,55,0,0
2127676,2024-12-23 00:08:28,257,756,14.99,4752508,55,0,0
2127677,2024-12-23 00:08:32,955,34775,140.64,4752512,55,0,0
2127678,2024-12-23 00:08:36,17241,17539,30.99,4752516,55,0,0
2127679,2024-12-23 00:08:47,10004,35385,45.88,4752527,55,0,0
2127680,2024-12-23 00:08:53,4729,6185,41.82,4752533,55,0,0
2127681,2024-12-23 00:09:17,4174,9308,63.25,4752557,55,0,0
2127682,2024-12-23 00:09:18,15190,5992,22.89,4752558,55,0,0
2127683,2024-12-23 00:09:24,18631,19612,139.48,4752564,55,0,0
2127684,2024-12-23 00:09:38,7305,14749,26.03,4752578,55,0,0
2127685,2024-12-23 00:10:01,5723,9384,13.01,4752601,55,0,0
2127686,2024-12-23 00:10:07,19183,18185,44.28,4752607,55,0,0
2127687,2024-12-23 00:10:11,15039,38905,13.85,4752611,55,0,0
2127688,2024-12-23 00:10:21,17766,16700,16.49,4752621,55,0,0
2127689,2024-12-23 00:10:46,10238,28154,34.83,4752646,55,0,0
2127690,2024-12-23 00:11:14,9606,25314,44.41,4752674,55,0,0
2127691,2024-12-23 00:11:15,12738,29326,103.26,4752675,55,0,0
2127692,2024-12-23 00:11:20,6105,21465,93.61,4752680,55,0,0
2127693,2024-12-23 00:11:29,10865,17753,13.86,4752689,55,0,0
2127694,2024-12-23 00:11:41,8057,12161,41.63,4752701,55,0,0
2127695,2024-12-23 00:11:47,1837,33210,32.14,4752707,55,0,0
2127696,2024-12-23 00:12:28,4389,4982,60.7,4752748,55,0,0
2127697,2024-12-23 00:12:30,13803,26710,34.72,4752750,55,0,0
2127698,2024-12-23 00:12:50,15817,5149,56.87,4752770,55,0,0
2127699,2024-12-23 00:12:52,11939,8926,67.14,4752772,55,0,0
2127700,2024-12-23 00:12:57,17195,24001,69.08,4752777,55,0,0
2127701,2024-12-23 00:13:05,6883,33738,40.12,4752785,55,0,0
2127702,2024-12-23 00:13:14,4613,32681,52.75,4752794,55,0,0
2127703,2024-12-23 00:14:06,11907,19873,103.67,4752846,55,0,0
2127704,2024-12-23 00:14:24,1681,19927,94.62,4752864,55,0,0
2127705,2024-12-23 00:14:34,10265,22049,44.06,4752874,55,0,0
2127706,2024-12-23 00:14:35,6379,37232,27.86,4752875,55,0,0
2127707,2024-12-23 00:14:36,6980,35169,20.65,4752876,55,0,0
2127708,2024-12-23 00:14:44,16867,35355,35.15,4752884,55,0,0
2127709,2024-12-23 00:14:52,5141,13089,49.35,4752892,55,0,0
2127710,2024-12-23 00:15:09,7337,8016,75.0,4752909,55,0,0
2127711,2024-12-23 00:15:13,10095,21901,35.22,4752913,55,0,0
2127712,2024-12-23 00:15:22,11423,18367,20.77,4752922,55,0,0
2127713,2024-12-23 00:15:27,10423,1140,62.58,4752927,55,0,0
2127714,2024-12-23 00:15:37,11427,19676,85.49,4752937,55,0,0
2127715,2024-12-23 00:15:46,17830,35050,15.86,4752946,55,0,0
2127716,2024-12-23 00:15:47,7380,21860,91.28,4752947,55,0,0
2127717,2024-12-23 00:15:49,19971,28196,2.27,4752949,55,0,0
2127718,2024-12-23 00:15:56,14814,5038,1.85,4752956,55,0,0
2127719,2024-12-23 00:16:18,15607,36586,84.09,4752978,55,0,0
2127720,2024-12-23 00:16:49,6676,28060,84.98,4753009,55,0,0
2127721,2024-12-23 00:17:26,1510,38146,34.86,4753046,55,0,0
2127722,2024-12-23 00:17:37,13605,15767,1.86,4753057,55,0,0
2127723,2024-12-23 00:18:24,2018,21914,58.46,4753104,55,0,0
2127724,2024-12-23 00:18:38,13382,11772,25.14,4753118,55,0,0
2127725,2024-12-23 00:18:38,961,4284,36.58,4753118,55,0,0
2127726,2024-12-23 00:18:42,14415,28893,15.61,4753122,55,0,0
2127727,2024-12-23 00:18:48,17867,7303,31.4,4753128,55,0,0
2127728,2024-12-23 00:19:11,8508,39808,65.41,4753151,55,0,0
2127729,2024-12-23 00:19:13,18564,32777,97.18,4753153,55,0,0
2127730,2024-12-23 00:19:22,13915,32542,21.56,4753162,55,0,0
2127731,2024-12-23 00:19:41,11543,26890,93.16,4753181,55,0,0
2127732,2024-12-23 00:19:47,16481,14743,66.64,4753187,55,0,0
2127733,2024-12-23 00:19:53,19856,13296,63.82,4753193,55,0,0
2127734,2024-12-23 00:20:25,9619,14120,52.77,4753225,55,0,0
2127735,2024-12-23 00:20:26,403,412,54.92,4753226,55,0,0
2127737,2024-12-23 00:20:37,18179,2208,17.29,4753237,55,0,0
2127736,2024-12-23 00:20:37,16439,1049,19.66,4753237,55,0,0
2127738,2024-12-23 00:20:44,5265,36586,65.96,4753244,55,0,0
2127739,2024-12-23 00:20:50,5091,23739,50.62,4753250,55,0,0
2127740,2024-12-23 00:20:54,392,14548,29.16,4753254,55,0,0
2127741,2024-12-23 00:21:02,6926,15602,13.14,4753262,55,0,0
2127742,2024-12-23 00:21:03,7112,4322,26.48,4753263,55,0,0
2127743,2024-12-23 00:21:13,8241,4214,61.7,4753273,55,0,0
2127744,2024-12-23 00:21:16,12972,35615,69.31,4753276,55,0,0
2127745,2024-12-23 00:21:20,4643,36573,23.92,4753280,55,0,0
2127746,2024-12-23 00:21:25,13350,8726,74.64,4753285,55,0,0
2127747,2024-12-23 00:21:42,179,38927,47.77,4753302,55,0,0
2127748,2024-12-23 00:22:00,675,5853,47.32,4753320,55,0,0
2127749,2024-12-23 00:22:20,2081,10014,98.24,4753340,55,0,0
2127750,2024-12-23 00:22:38,15345,7200,26.31,4753358,55,0,0
2127751,2024-12-23 00:22:38,7340,28888,96.84,4753358,55,0,0
2127752,2024-12-23 00:22:49,19520,30694,126.94,4753369,55,0,0
2127753,2024-12-23 00:22:52,10210,31574,84.61,4753372,55,0,0
2127754,2024-12-23 00:23:13,6925,36828,15.53,4753393,55,0,0
2127755,2024-12-23 00:23:26,18602,35540,88.93,4753406,55,0,0
2127756,2024-12-23 00:23:43,2993,36824,1.84,4753423,55,0,0
2127757,2024-12-23 00:23:50,2611,25485,36.47,4753430,55,0,0
2127758,2024-12-23 00:24:03,5274,2080,102.52,4753443,55,0,0
2127759,2024-12-23 00:24:07,17237,9497,34.18,4753447,55,0,0
2127760,2024-12-23 00:24:13,8641,25374,68.28,4753453,55,0,0
2127761,2024-12-23 00:24:34,269,24101,3.45,4753474,55,0,0
2127762,2024-12-23 00:24:40,5403,3254,116.25,4753480,55,0,0
2127763,2024-12-23 00:25:05,16748,23435,14.84,4753505,55,0,0
2127764,2024-12-23 00:25:34,7064,29846,111.46,4753534,55,0,0
2127765,2024-12-23 00:25:35,5389,36834,63.18,4753535,55,0,0
2127766,2024-12-23 00:25:47,11963,233,32.39,4753547,55,0,0
2127767,2024-12-23 00:25:48,14593,36662,35.65,4753548,55,0,0
2127768,2024-12-23 00:26:18,7690,39009,30.53,4753578,55,0,0
2127769,2024-12-23 00:26:18,2738,18709,33.4,4753578,55,0,0
2127770,2024-12-23 00:26:32,5593,33428,61.78,4753592,55,0,0
2127771,2024-12-23 00:26:37,7539,24175,20.6,4753597,55,0,0
2127772,2024-12-23 00:26:50,15074,24774,79.74,4753610,55,0,0
2127773,2024-12-23 00:27:04,19822,4543,8.6,4753624,55,0,0
2127774,2024-12-23 00:27:05,13718,15595,117.62,4753625,55,0,0
2127775,2024-12-23 00:27:14,7057,17831,67.68,4753634,55,0,0
2127776,2024-12-23 00:27:25,17118,6225,118.1,4753645,55,0,0
2127777,2024-12-23 00:27:28,17016,17178,104.68,4753648,55,0,0
2127778,2024-12-23 00:27:31,6854,38896,96.29,4753651,55,0,0
2127779,2024-12-23 00:27:55,14946,12492,30.64,4753675,55,0,0
2127780,2024-12-23 00:28:12,8848,37343,28.09,4753692,55,0,0
2127781,2024-12-23 00:28:31,4360,23094,53.86,4753711,55,0,0
2127782,2024-12-23 00:28:33,7349,37433,23.62,4753713,55,0,0
2127783,2024-12-23 00:28:38,15605,15474,68.9,4753718,55,0,0
2127784,2024-12-23 00:29:08,4725,26459,75.09,4753748,55,0,0
2127785,2024-12-23 00:29:47,11209,28724,5.84,4753787,55,0,0
2127786,2024-12-23 00:29:51,5191,16756,12.78,4753791,55,0,0
2127787,2024-12-23 00:29:54,17693,30514,42.72,4753794,55,0,0
2127788,2024-12-23 00:30:05,1227,30593,104.13,4753805,55,0,0
2127789,2024-12-23 00:30:06,7243,3987,84.08,4753806,55,0,0
2127790,2024-12-23 00:30:09,7565,8179,113.52,4753809,55,0,0
2127791,2024-12-23 00:31:07,10054,8752,94.38,4753867,55,0,0
2127792,2024-12-23 00:31:23,4668,38069,28.38,4753883,55,0,0
2127793,2024-12-23 00:31:33,13855,7205,120.0,4753893,55,0,0
2127794,2024-12-23 00:31:36,19002,22884,46.6,4753896,55,0,0
2127795,2024-12-23 00:31:47,16535,32952,85.96,4753907,55,0,0
2127796,2024-12-23 00:32:04,12528,708,19.42,4753924,55,0,0
2127797,2024-12-23 00:32:18,9399,11158,20.15,4753938,55,0,0
2127798,2024-12-23 00:32:20,8440,26001,92.32,4753940,55,0,0
2127799,2024-12-23 00:32:41,5224,37799,12.32,4753961,55,0,0
2127800,2024-12-23 00:32:50,1661,27707,14.46,4753970,55,0,0
2127801,2024-12-23 00:32:52,6815,8309,21.17,4753972,55,0,0
2127802,2024-12-23 00:32:54,597,19529,136.42,4753974,55,0,0
2127803,2024-12-23 00:33:23,15208,22408,2.22,4754003,55,0,0
2127804,2024-12-23 00:33:39,10289,14003,4.68,4754019,55,0,0
2127805,2024-12-23 00:33:52,15694,16695,46.6,4754032,55,0,0
2127806,2024-12-23 00:33:58,14025,22672,50.76,4754038,55,0,0
2127807,2024-12-23 00:33:59,3370,23458,61.13,4754039,55,0,0
2127808,2024-12-23 00:34:15,2165,491,72.33,4754055,55,0,0
2127809,2024-12-23 00:34:21,9064,39880,37.17,4754061,55,0,0
2127810,2024-12-23 00:34:31,18702,14916,11.19,4754071,55,0,0
2127811,2024-12-23 00:34:33,3866,10719,105.33,4754073,55,0,0
2127812,2024-12-23 00:34:35,18227,36121,25.11,4754075,55,0,0
2127813,2024-12-23 00:35:14,6351,39069,79.48,4754114,55,0,0
2127814,2024-12-23 00:35:15,1531,26538,52.29,4754115,55,0,0
2127815,2024-12-23 00:35:29,15111,7512,15.39,4754129,55,0,0
2127816,2024-12-23 00:35:35,9604,14867,39.87,4754135,55,0,0
2127817,2024-12-23 00:35:49,7142,30939,65.32,4754149,55,0,0
2127818,2024-12-23 00:35:51,15998,11977,47.87,4754151,55,0,0
2127819,2024-12-23 00:36:07,14386,23354,24.25,4754167,55,0,0
2127820,2024-12-23 00:36:11,11126,10422,77.88,4754171,55,0,0
2127821,2024-12-23 00:36:13,13431,20539,27.3,4754173,55,0,0
2127822,2024-12-23 00:36:20,1343,5972,80.06,4754180,55,0,0
2127823,2024-12-23 00:36:21,3198,34213,30.42,4754181,55,0,0
2127824,2024-12-23 00:36:38,19764,6288,110.81,4754198,55,0,0
2127825,2024-12-23 00:36:56,17862,24553,18.09,4754216,55,0,0
2127826,2024-12-23 00:37:07,13914,22688,17.99,4754227,55,0,0
2127827,2024-12-23 00:37:10,19227,10084,81.99,4754230,55,0,0
2127828,2024-12-23 00:37:17,12289,32104,21.7,4754237,55,0,0
2127829,2024-12-23 00:37:20,3213,23303,58.31,4754240,55,0,0
2127831,2024-12-23 00:37:26,3377,17584,78.63,4754246,55,0,0
2127830,2024-12-23 00:37:26,3259,21413,27.3,4754246,55,0,0
2127832,2024-12-23 00:37:53,16377,15494,43.77,4754273,55,0,0
2127833,2024-12-23 00:38:18,7026,32668,51.99,4754298,55,0,0
2127834,2024-12-23 00:38:19,13123,22109,13.98,4754299,55,0,0
2127835,2024-12-23 00:38:32,13978,13306,85.4,4754312,55,0,0
2127836,2024-12-23 00:38:37,17428,36422,79.91,4754317,55,0,0
2127837,2024-12-23 00:38:46,10231,39065,25.16,4754326,55,0,0
2127838,2024-12-23 00:39:02,463,30505,129.3,4754342,55,0,0
2127839,2024-12-23 00:39:15,19411,14579,26.74,4754355,55,0,0
2127840,2024-12-23 00:39:18,13230,33629,11.39,4754358,55,0,0
2127841,2024-12-23 00:39:48,4423,32681,3.86,4754388,55,0,0
2127842,2024-12-23 00:39:49,3791,6469,15.36,4754389,55,0,0
2127843,2024-12-23 00:39:51,12345,33740,48.19,4754391,55,0,0
2127844,2024-12-23 00:39:59,7433,36256,32.6,4754399,55,0,0
2127845,2024-12-23 00:40:04,8588,33731,48.17,4754404,55,0,0
2127846,2024-12-23 00:40:27,10027,19599,110.89,4754427,55,0,0
2127847,2024-12-23 00:40:42,1036,7775,75.68,4754442,55,0,0
2127848,2024-12-23 00:40:44,18277,33207,82.82,4754444,55,0,0
2127849,2024-12-23 00:40:47,1783,9024,116.5,4754447,55,0,0
2127850,2024-12-23 00:41:01,7684,8492,4.35,4754461,55,0,0
2127851,2024-12-23 00:41:12,2439,19780,16.56,4754472,55,0,0
2127852,2024-12-23 00:41:23,19705,34637,51.41,4754483,55,0,0
2127853,2024-12-23 00:42:00,14608,13957,23.2,4754520,55,0,0
2127854,2024-12-23 00:42:13,1939,7487,19.07,4754533,55,0,0
2127855,2024-12-23 00:42:26,12556,17,102.21,4754546,55,0,0
2127856,2024-12-23 00:42:28,12087,18517,85.14,4754548,55,0,0
2127857,2024-12-23 00:42:35,667,22461,42.79,4754555,55,0,0
2127858,2024-12-23 00:42:39,11027,31127,49.0,4754559,55,0,0
2127859,2024-12-23 00:43:09,3782,5744,112.3,4754589,55,0,0
2127860,2024-12-23 00:43:21,5527,31370,81.06,4754601,55,0,0
2127861,2024-12-23 00:43:26,723,11594,34.27,4754606,55,0,0
2127862,2024-12-23 00:43:32,18835,19593,24.49,4754612,55,0,0
2127863,2024-12-23 00:43:32,16243,17490,56.1,4754612,55,0,0
2127864,2024-12-23 00:43:35,17992,23449,144.68,4754615,55,0,0
2127865,2024-12-23 00:43:36,15008,2219,35.5,4754616,55,0,0
2127866,2024-12-23 00:43:42,14504,7538,17.29,4754622,55,0,0
2127867,2024-12-23 00:43:56,8642,7750,28.22,4754636,55,0,0
2127868,2024-12-23 00:44:31,13106,24960,6.31,4754671,55,0,0
2127869,2024-12-23 00:44:32,17892,27216,73.14,4754672,55,0,0
2127870,2024-12-23 00:44:33,8743,12065,166.31,4754673,55,0,0
2127871,2024-12-23 00:44:44,11071,18250,23.69,4754684,55,0,0
2127872,2024-12-23 00:44:46,8158,13826,82.95,4754686,55,0,0
2127873,2024-12-23 00:44:49,6807,36048,36.11,4754689,55,0,0
2127874,2024-12-23 00:44:49,8344,24708,45.63,4754689,55,0,0
2127875,2024-12-23 00:44:55,19268,18651,30.55,4754695,55,0,0
2127876,2024-12-23 00:44:58,10288,36734,48.31,4754698,55,0,0
2127877,2024-12-23 00:44:59,371,22497,63.39,4754699,55,0,0
2127878,2024-12-23 00:45:03,10166,16120,97.79,4754703,55,0,0
2127879,2024-12-23 00:45:06,14652,25625,89.71,4754706,55,0,0
2127880,2024-12-23 00:45:15,4928,18225,99.11,4754715,55,0,0
2127881,2024-12-23 00:45:21,19315,29126,15.33,4754721,55,0,0
2127882,2024-12-23 00:45:24,1123,21703,140.15,4754724,55,0,0
2127883,2024-12-23 00:45:27,1616,1716,48.93,4754727,55,0,0
2127884,2024-12-23 00:45:28,563,20271,42.75,4754728,55,0,0
2127885,2024-12-23 00:45:47,2895,38055,38.5,4754747,55,0,0
2127886,2024-12-23 00:45:49,15462,32190,29.54,4754749,55,0,0
2127887,2024-12-23 00:46:10,544,39959,133.62,4754770,55,0,0
2127888,2024-12-23 00:46:25,367,26341,6.13,4754785,55,0,0
2127889,2024-12-23 00:46:40,19132,5072,107.92,4754800,55,0,0
2127890,2024-12-23 00:46:50,14238,16953,21.82,4754810,55,0,0
2127891,2024-12-23 00:46:57,3116,37916,134.14,4754817,55,0,0
2127892,2024-12-23 00:46:59,3396,5759,33.21,4754819,55,0,0
2127893,2024-12-23 00:47:15,12162,1899,139.66,4754835,55,0,0
2127894,2024-12-23 00:47:42,9766,3669,66.87,4754862,55,0,0
2127895,2024-12-23 00:48:07,11372,30743,15.93,4754887,55,0,0
2127896,2024-12-23 00:48:13,12327,30497,43.09,4754893,55,0,0
2127897,2024-12-23 00:48:31,6625,13263,66.64,4754911,55,0,0
2127898,2024-12-23 00:48:37,562,29199,121.83,4754917,55,0,0
2127899,2024-12-23 00:48:38,17236,15134,51.99,4754918,55,0,0
2127900,2024-12-23 00:48:48,12338,975,32.26,4754928,55,0,0
2127901,2024-12-23 00:48:52,18719,38219,3.9,4754932,55,0,0
2127902,2024-12-23 00:49:23,4743,7578,35.26,4754963,55,0,0
2127903,2024-12-23 00:49:36,8041,37704,116.12,4754976,55,0,0
2127904,2024-12-23 00:49:40,6575,26579,93.38,4754980,55,0,0
2127905,2024-12-23 00:50:01,3890,30739,49.18,4755001,55,0,0
2127906,2024-12-23 00:50:04,5604,7901,7.39,4755004,55,0,0
2127907,2024-12-23 00:50:05,8507,20564,94.31,4755005,55,0,0
2127908,2024-12-23 00:50:10,4533,20918,30.73,4755010,55,0,0
2127909,2024-12-23 00:50:12,18401,199,49.8,4755012,55,0,0
2127910,2024-12-23 00:50:16,9808,12497,3.59,4755016,55,0,0
2127911,2024-12-23 00:50:20,15619,4216,81.24,4755020,55,0,0
2127912,2024-12-23 00:50:25,13522,13524,40.44,4755025,55,0,0
2127913,2024-12-23 00:50:35,12659,2785,65.76,4755035,55,0,0
2127914,2024-12-23 00:50:35,15095,27584,92.12,4755035,55,0,0
2127915,2024-12-23 00:50:45,17261,779,39.67,4755045,55,0,0
2127916,2024-12-23 00:50:49,9510,13743,81.93,4755049,55,0,0
2127917,2024-12-23 00:50:52,10664,12113,38.7,4755052,55,0,0
2127918,2024-12-23 00:51:15,16022,12595,91.19,4755075,55,0,0
2127919,2024-12-23 00:51:16,620,10735,101.51,4755076,55,0,0
2127920,2024-12-23 00:51:29,1834,8910,127.39,4755089,55,0,0
2127921,2024-12-23 00:51:29,2161,21002,9.07,4755089,55,0,0
2127922,2024-12-23 00:51:31,9934,32087,37.82,4755091,55,0,0
2127923,2024-12-23 00:51:33,11114,2301,65.62,4755093,55,0,0
2127924,2024-12-23 00:51:34,10935,36197,17.2,4755094,55,0,0
2127925,2024-12-23 00:51:48,9069,37922,36.78,4755108,55,0,0
2127926,2024-12-23 00:51:56,3391,18809,27.35,4755116,55,0,0
2127927,2024-12-23 00:51:57,18533,14299,41.37,4755117,55,0,0
2127928,2024-12-23 00:52:06,1765,31890,2.97,4755126,55,0,0
2127929,2024-12-23 00:52:08,6754,4107,27.08,4755128,55,0,0
2127930,2024-12-23 00:52:34,3633,34903,10.53,4755154,55,0,0
2127931,2024-12-23 00:53:05,6712,4017,76.56,4755185,55,0,0
2127932,2024-12-23 00:53:29,16954,35440,75.4,4755209,55,0,0
2127933,2024-12-23 00:53:32,786,21716,50.16,4755212,55,0,0
2127934,2024-12-23 00:53:32,6653,13598,66.07,4755212,55,0,0
2127935,2024-12-23 00:53:40,5350,20510,95.87,4755220,55,0,0
2127936,2024-12-23 00:54:01,929,10580,24.9,4755241,55,0,0
2127937,2024-12-23 00:54:19,19382,7079,25.28,4755259,55,0,0
2127938,2024-12-23 00:54:22,8183,26804,44.63,4755262,55,0,0
2127939,2024-12-23 00:54:42,11820,11507,70.51,4755282,55,0,0
2127940,2024-12-23 00:55:01,15677,13378,30.0,4755301,55,0,0
2127941,2024-12-23 00:55:08,10768,14386,32.7,4755308,55,0,0
2127942,2024-12-23 00:55:08,19282,34141,78.39,4755308,55,0,0
2127943,2024-12-23 00:55:13,12436,23338,4.37,4755313,55,0,0
2127944,2024-12-23 00:55:14,3542,38278,26.51,4755314,55,0,0
