TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_TIME_SECONDS,TX_TIME_DAYS,TX_FRAUD,TX_FRAUD_SCENARIO
928029,2024-11-22 00:00:25,18603,1669,38.08,2073625,24,0,0
928030,2024-11-22 00:00:47,16123,16877,101.31,2073647,24,0,0
928031,2024-11-22 00:00:53,9883,24791,36.13,2073653,24,0,0
928032,2024-11-22 00:01:18,5872,1211,31.04,2073678,24,0,0
928033,2024-11-22 00:01:23,18816,18105,111.92,2073683,24,0,0
928034,2024-11-22 00:01:39,2544,7592,17.64,2073699,24,0,0
928035,2024-11-22 00:01:59,5107,34545,8.38,2073719,24,0,0
928036,2024-11-22 00:02:21,6947,4590,4.58,2073741,24,0,0
928037,2024-11-22 00:02:23,6438,25813,25.14,2073743,24,0,0
928038,2024-11-22 00:02:31,3219,21432,96.99,2073751,24,0,0
928039,2024-11-22 00:02:45,6684,36197,35.91,2073765,24,0,0
928040,2024-11-22 00:02:46,18671,13773,14.01,2073766,24,0,0
928041,2024-11-22 00:03:02,5711,20030,16.85,2073782,24,0,0
928042,2024-11-22 00:03:15,13689,33587,76.53,2073795,24,0,0
928043,2024-11-22 00:03:34,27,21131,55.06,2073814,24,0,0
928044,2024-11-22 00:03:41,2549,35675,26.19,2073821,24,0,0
928045,2024-11-22 00:03:45,5273,6445,97.66,2073825,24,0,0
928046,2024-11-22 00:03:53,16010,27349,44.81,2073833,24,0,0
928047,2024-11-22 00:04:03,8852,5987,128.06,2073843,24,0,0
928048,2024-11-22 00:04:04,17152,36924,89.84,2073844,24,0,0
928049,2024-11-22 00:04:20,6342,21673,75.49,2073860,24,0,0
928050,2024-11-22 00:04:25,11896,38598,79.99,2073865,24,0,0
928051,2024-11-22 00:04:36,11026,21317,56.33,2073876,24,0,0
928052,2024-11-22 00:05:05,1295,31645,73.15,2073905,24,0,0
928053,2024-11-22 00:05:06,5092,31255,59.31,2073906,24,0,0
928054,2024-11-22 00:05:06,17049,33229,18.3,2073906,24,0,0
928055,2024-11-22 00:05:44,14319,19178,104.63,2073944,24,0,0
928056,2024-11-22 00:05:55,19183,34023,56.15,2073955,24,0,0
928057,2024-11-22 00:06:29,3692,2802,64.52,2073989,24,0,0
928058,2024-11-22 00:06:52,12826,27093,33.97,2074012,24,0,0
928059,2024-11-22 00:06:58,2756,29537,56.22,2074018,24,0,0
928060,2024-11-22 00:07:10,444,14088,12.15,2074030,24,1,2
928061,2024-11-22 00:07:15,1913,25031,115.52,2074035,24,0,0
928062,2024-11-22 00:07:33,18674,39442,69.98,2074053,24,0,0
928063,2024-11-22 00:07:51,4760,17562,9.81,2074071,24,0,0
928064,2024-11-22 00:08:35,16169,11879,29.21,2074115,24,0,0
928065,2024-11-22 00:08:42,2412,12371,36.68,2074122,24,0,0
928066,2024-11-22 00:09:05,6923,27485,10.13,2074145,24,0,0
928067,2024-11-22 00:09:12,9861,26031,115.68,2074152,24,0,0
928068,2024-11-22 00:09:48,5393,4221,30.1,2074188,24,0,0
928069,2024-11-22 00:09:52,6459,25824,30.05,2074192,24,0,0
928070,2024-11-22 00:09:52,17293,38407,149.44,2074192,24,0,0
928071,2024-11-22 00:09:54,16196,1183,33.98,2074194,24,0,0
928072,2024-11-22 00:10:05,772,30114,71.35,2074205,24,0,0
928073,2024-11-22 00:10:31,10510,16392,52.06,2074231,24,0,0
928074,2024-11-22 00:10:33,3628,29980,88.77,2074233,24,0,0
928075,2024-11-22 00:10:51,4029,38383,66.38,2074251,24,0,0
928076,2024-11-22 00:11:01,7706,32928,27.52,2074261,24,0,0
928077,2024-11-22 00:11:04,14749,25600,78.74,2074264,24,0,0
928078,2024-11-22 00:11:16,11641,34516,141.56,2074276,24,0,0
928079,2024-11-22 00:11:29,10139,31898,18.04,2074289,24,0,0
928080,2024-11-22 00:11:49,17626,15630,12.18,2074309,24,0,0
928081,2024-11-22 00:11:53,4721,23713,50.16,2074313,24,0,0
928082,2024-11-22 00:12:06,2926,31768,30.5,2074326,24,0,0
928083,2024-11-22 00:12:16,6328,1133,7.22,2074336,24,0,0
928084,2024-11-22 00:13:08,541,24059,45.01,2074388,24,0,0
928085,2024-11-22 00:13:24,14071,34360,25.94,2074404,24,0,0
928086,2024-11-22 00:13:38,18755,24674,159.82,2074418,24,0,0
928087,2024-11-22 00:13:39,7415,32627,7.64,2074419,24,0,0
928088,2024-11-22 00:13:42,9330,36460,89.74,2074422,24,0,0
928089,2024-11-22 00:13:47,14357,30594,82.81,2074427,24,0,0
928090,2024-11-22 00:13:49,17195,12660,93.29,2074429,24,0,0
928091,2024-11-22 00:14:08,6183,26844,13.83,2074448,24,0,0
928092,2024-11-22 00:14:12,7718,18006,16.74,2074452,24,0,0
928093,2024-11-22 00:14:16,15469,18462,130.69,2074456,24,0,0
928094,2024-11-22 00:14:29,9110,22865,93.46,2074469,24,0,0
928095,2024-11-22 00:14:46,4475,4450,67.79,2074486,24,0,0
928096,2024-11-22 00:15:03,18762,14000,2.48,2074503,24,0,0
928097,2024-11-22 00:15:08,7691,22432,41.27,2074508,24,0,0
928098,2024-11-22 00:15:12,4737,39349,0.85,2074512,24,0,0
928099,2024-11-22 00:15:14,6029,14476,5.75,2074514,24,0,0
928100,2024-11-22 00:15:14,4286,22581,39.4,2074514,24,0,0
928101,2024-11-22 00:15:17,9582,25901,56.0,2074517,24,0,0
928102,2024-11-22 00:15:28,7328,34653,35.75,2074528,24,0,0
928103,2024-11-22 00:15:38,14234,161,66.73,2074538,24,0,0
928104,2024-11-22 00:15:39,14576,12205,9.94,2074539,24,0,0
928105,2024-11-22 00:15:47,12946,18417,11.27,2074547,24,0,0
928106,2024-11-22 00:15:49,17864,12469,8.85,2074549,24,0,0
928107,2024-11-22 00:15:57,8395,23304,53.06,2074557,24,0,0
928108,2024-11-22 00:16:00,10767,23693,55.24,2074560,24,0,0
928109,2024-11-22 00:16:01,13608,4197,53.82,2074561,24,0,0
928110,2024-11-22 00:16:09,15643,31004,11.71,2074569,24,0,0
928111,2024-11-22 00:16:19,1512,15594,16.75,2074579,24,0,0
928112,2024-11-22 00:16:23,18911,29185,91.9,2074583,24,0,0
928113,2024-11-22 00:16:38,851,19461,8.87,2074598,24,0,0
928114,2024-11-22 00:16:55,17737,20966,101.62,2074615,24,0,0
928115,2024-11-22 00:16:55,14400,15384,18.79,2074615,24,0,0
928116,2024-11-22 00:17:03,507,23602,93.5,2074623,24,0,0
928117,2024-11-22 00:17:05,1905,39938,18.22,2074625,24,0,0
928118,2024-11-22 00:17:06,5329,23356,8.99,2074626,24,0,0
928119,2024-11-22 00:17:07,13104,25523,8.63,2074627,24,0,0
