TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_TIME_SECONDS,TX_TIME_DAYS,TX_FRAUD,TX_FRAUD_SCENARIO
2514510,2025-01-02 00:00:15,1035,6503,6.19,5616015,65,0,0
2514511,2025-01-02 00:00:43,5211,19567,4.51,5616043,65,0,0
2514512,2025-01-02 00:00:47,14257,12041,36.96,5616047,65,0,0
2514513,2025-01-02 00:00:59,6157,18192,127.61,5616059,65,0,0
2514514,2025-01-02 00:01:07,17239,38,22.8,5616067,65,0,0
2514515,2025-01-02 00:01:20,17949,21806,18.79,5616080,65,0,0
2514516,2025-01-02 00:01:45,3976,21043,49.45,5616105,65,0,0
2514517,2025-01-02 00:02:20,2694,24976,44.38,5616140,65,0,0
2514518,2025-01-02 00:02:22,10469,4809,100.63,5616142,65,0,0
2514519,2025-01-02 00:02:23,1972,15649,90.24,5616143,65,0,0
2514520,2025-01-02 00:02:37,365,23098,37.3,5616157,65,0,0
2514521,2025-01-02 00:02:40,6115,23365,42.0,5616160,65,0,0
2514522,2025-01-02 00:02:40,16876,23911,106.02,5616160,65,0,0
2514523,2025-01-02 00:02:54,16479,16827,46.3,5616174,65,0,0
2514524,2025-01-02 00:03:12,10884,8553,81.26,5616192,65,0,0
2514525,2025-01-02 00:03:27,1494,17972,13.83,5616207,65,0,0
2514526,2025-01-02 00:03:43,5078,36572,113.5,5616223,65,0,0
2514528,2025-01-02 00:03:53,7628,18378,48.94,5616233,65,0,0
2514527,2025-01-02 00:03:53,16624,29126,10.92,5616233,65,0,0
2514529,2025-01-02 00:04:13,10965,15697,17.35,5616253,65,0,0
2514530,2025-01-02 00:04:15,15505,24865,54.69,5616255,65,0,0
2514531,2025-01-02 00:04:30,2899,27215,38.7,5616270,65,0,0
2514532,2025-01-02 00:04:35,7652,17017,13.96,5616275,65,0,0
2514533,2025-01-02 00:05:20,9244,28406,14.57,5616320,65,0,0
2514534,2025-01-02 00:05:22,18611,25600,90.09,5616322,65,0,0
2514535,2025-01-02 00:05:37,14728,6781,67.95,5616337,65,0,0
2514536,2025-01-02 00:06:00,2895,37576,14.39,5616360,65,0,0
2514537,2025-01-02 00:06:15,4864,27829,67.1,5616375,65,0,0
