TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_TIME_SECONDS,TX_TIME_DAYS,TX_FRAUD,TX_FRAUD_SCENARIO
114023,2024-11-13 00:00:27,3213,465,45.35,1296027,15,0,0
114024,2024-11-13 00:01:16,857,38,61.27,1296076,15,0,0
114025,2024-11-13 00:01:54,2503,91,165.35,1296114,15,0,0
114026,2024-11-13 00:02:12,1043,410,49.37,1296132,15,0,0
114027,2024-11-13 00:02:37,2237,359,63.67,1296157,15,0,0
114028,2024-11-13 00:05:50,2210,342,8.29,1296350,15,0,0
114029,2024-11-13 00:06:17,3217,692,33.26,1296377,15,0,0
114030,2024-11-13 00:06:47,3915,737,28.68,1296407,15,0,0
114031,2024-11-13 00:06:58,1829,172,89.03,1296418,15,0,0
114032,2024-11-13 00:08:23,180,238,9.64,1296503,15,0,0
114033,2024-11-13 00:09:35,1987,713,14.77,1296575,15,0,0
114034,2024-11-13 00:09:40,2530,677,124.03,1296580,15,0,0
114035,2024-11-13 00:10:04,3127,182,8.42,1296604,15,0,0
114036,2024-11-13 00:10:33,1000,403,5.08,1296633,15,0,0
114037,2024-11-13 00:11:06,530,31,1.54,1296666,15,0,0
114038,2024-11-13 00:11:44,1882,477,91.93,1296704,15,0,0
114039,2024-11-13 00:12:08,2439,584,27.98,1296728,15,0,0
114040,2024-11-13 00:13:43,3370,440,33.66,1296823,15,0,0
114041,2024-11-13 00:14:34,2689,637,23.51,1296874,15,0,0
114042,2024-11-13 00:14:39,860,498,23.66,1296879,15,0,0
114043,2024-11-13 00:15:39,2986,529,64.28,1296939,15,0,0
114044,2024-11-13 00:16:30,2920,424,168.31,1296990,15,0,0
114045,2024-11-13 00:17:28,2174,552,25.67,1297048,15,0,0
114046,2024-11-13 00:18:35,1262,752,31.82,1297115,15,0,0
114047,2024-11-13 00:20:19,1724,481,74.76,1297219,15,0,0
114048,2024-11-13 00:20:38,1994,670,20.98,1297238,15,0,0
114049,2024-11-13 00:20:48,2141,424,57.8,1297248,15,0,0
114050,2024-11-13 00:23:45,1414,569,55.75,1297425,15,0,0
114051,2024-11-13 00:25:47,537,169,100.24,1297547,15,0,0
114052,2024-11-13 00:27:46,1746,453,62.27,1297666,15,0,0
114053,2024-11-13 00:28:07,1013,11,11.06,1297687,15,0,0
114054,2024-11-13 00:28:45,1109,548,32.29,1297725,15,0,0
