TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_TIME_SECONDS,TX_TIME_DAYS,TX_FRAUD,TX_FRAUD_SCENARIO
3711890,2025-02-02 00:00:06,2321,24401,110.11,8294406,96,0,0
3711891,2025-02-02 00:00:38,2396,24261,54.25,8294438,96,0,0
3711892,2025-02-02 00:01:35,14054,31733,72.4,8294495,96,0,0
3711893,2025-02-02 00:01:45,8200,20342,101.83,8294505,96,0,0
3711894,2025-02-02 00:01:55,19230,28948,52.2,8294515,96,0,0
3711895,2025-02-02 00:01:55,19350,24897,96.76,8294515,96,0,0
3711896,2025-02-02 00:02:26,1836,8324,94.82,8294546,96,0,0
3711897,2025-02-02 00:03:20,8997,6754,47.0,8294600,96,0,0
3711898,2025-02-02 00:04:13,3626,25502,68.83,8294653,96,0,0
3711899,2025-02-02 00:04:19,8407,2455,23.44,8294659,96,0,0
3711900,2025-02-02 00:04:43,18253,33474,38.47,8294683,96,0,0
3711901,2025-02-02 00:04:50,19063,30050,32.69,8294690,96,0,0
3711902,2025-02-02 00:05:00,7588,20744,68.3,8294700,96,0,0
3711903,2025-02-02 00:05:25,3156,8996,74.64,8294725,96,0,0
3711904,2025-02-02 00:05:34,12969,34391,8.12,8294734,96,0,0
3711905,2025-02-02 00:05:51,2779,11641,25.52,8294751,96,0,0
3711906,2025-02-02 00:05:56,5426,7628,26.21,8294756,96,0,0
3711907,2025-02-02 00:06:45,1014,17544,83.9,8294805,96,0,0
3711908,2025-02-02 00:06:56,13643,36294,9.78,8294816,96,0,0
3711909,2025-02-02 00:06:56,14889,37137,43.4,8294816,96,0,0
3711910,2025-02-02 00:07:06,15752,5544,122.64,8294826,96,0,0
3711911,2025-02-02 00:07:09,4548,5021,53.61,8294829,96,0,0
3711912,2025-02-02 00:07:50,18543,22438,37.29,8294870,96,0,0
3711913,2025-02-02 00:08:18,14786,11270,110.46,8294898,96,0,0
3711914,2025-02-02 00:08:22,11360,19397,22.87,8294902,96,0,0
3711915,2025-02-02 00:08:29,18943,24215,32.77,8294909,96,0,0
3711916,2025-02-02 00:08:52,14191,8354,24.49,8294932,96,0,0
3711917,2025-02-02 00:08:55,11369,7103,18.5,8294935,96,0,0
3711918,2025-02-02 00:09:20,5768,18539,44.8,8294960,96,0,0
3711919,2025-02-02 00:09:27,17692,23709,114.92,8294967,96,0,0
3711920,2025-02-02 00:09:37,4095,5922,92.8,8294977,96,0,0
3711921,2025-02-02 00:10:24,2090,16859,48.55,8295024,96,0,0
3711922,2025-02-02 00:10:39,18661,1482,145.58,8295039,96,0,0
3711923,2025-02-02 00:11:26,3300,219,9.56,8295086,96,0,0
3711924,2025-02-02 00:11:27,6335,14988,30.77,8295087,96,0,0
3711925,2025-02-02 00:11:28,1933,23906,14.23,8295088,96,0,0
3711926,2025-02-02 00:12:13,102,17950,7.68,8295133,96,0,0
3711927,2025-02-02 00:12:17,8092,22764,58.84,8295137,96,0,0
3711928,2025-02-02 00:12:35,4327,20378,51.15,8295155,96,0,0
3711929,2025-02-02 00:13:03,10438,2965,103.73,8295183,96,0,0
3711930,2025-02-02 00:13:26,16062,23487,16.94,8295206,96,0,0
3711931,2025-02-02 00:13:29,12741,10485,5.46,8295209,96,0,0
3711932,2025-02-02 00:13:33,15184,38718,94.06,8295213,96,0,0
3711933,2025-02-02 00:13:35,2925,10481,40.92,8295215,96,0,0
3711934,2025-02-02 00:13:38,11464,10558,8.54,8295218,96,0,0
3711935,2025-02-02 00:13:55,210,2426,26.08,8295235,96,0,0
3711936,2025-02-02 00:13:57,11990,25775,80.46,8295237,96,0,0
3711937,2025-02-02 00:14:04,8083,9544,22.88,8295244,96,0,0
3711938,2025-02-02 00:14:23,18402,15754,118.96,8295263,96,0,0
3711939,2025-02-02 00:14:29,17145,31034,2.72,8295269,96,0,0
3711940,2025-02-02 00:14:32,6570,35127,109.46,8295272,96,0,0
3711941,2025-02-02 00:14:53,3213,24069,54.71,8295293,96,0,0
3711942,2025-02-02 00:15:05,13778,11297,123.1,8295305,96,0,0
3711943,2025-02-02 00:15:29,8421,4051,33.09,8295329,96,0,0
3711944,2025-02-02 00:15:41,8196,38208,10.32,8295341,96,0,0
3711945,2025-02-02 00:15:59,14877,19976,33.05,8295359,96,0,0
3711946,2025-02-02 00:16:32,13072,15489,175.23,8295392,96,0,0
3711947,2025-02-02 00:16:58,17731,9302,65.72,8295418,96,0,0
3711948,2025-02-02 00:17:05,5701,34619,19.24,8295425,96,0,0
3711949,2025-02-02 00:17:25,9811,6533,173.84,8295445,96,0,0
3711950,2025-02-02 00:17:32,16013,16724,20.3,8295452,96,0,0
3711951,2025-02-02 00:17:47,635,11688,24.84,8295467,96,0,0
3711952,2025-02-02 00:18:16,13955,5731,20.89,8295496,96,0,0
3711954,2025-02-02 00:18:24,18285,15025,20.46,8295504,96,0,0
3711953,2025-02-02 00:18:24,8743,9331,37.62,8295504,96,0,0
3711955,2025-02-02 00:18:30,1822,23997,16.63,8295510,96,0,0
3711956,2025-02-02 00:18:31,13721,31400,46.31,8295511,96,0,0
3711957,2025-02-02 00:18:36,17851,28287,36.53,8295516,96,0,0
3711958,2025-02-02 00:18:36,13991,29927,23.47,8295516,96,0,0
3711959,2025-02-02 00:19:05,11708,11282,132.57,8295545,96,0,0
3711960,2025-02-02 00:19:08,4854,2606,86.08,8295548,96,0,0
3711961,2025-02-02 00:19:30,10452,7384,134.34,8295570,96,0,0
3711962,2025-02-02 00:19:41,10071,5245,67.79,8295581,96,0,0
3711963,2025-02-02 00:19:45,3209,14789,110.29,8295585,96,0,0
3711964,2025-02-02 00:19:58,6037,5142,26.11,8295598,96,0,0
3711965,2025-02-02 00:20:26,19422,35879,49.52,8295626,96,0,0
3711966,2025-02-02 00:20:38,9066,20019,41.34,8295638,96,0,0
3711967,2025-02-02 00:20:39,6053,18539,100.36,8295639,96,0,0
3711968,2025-02-02 00:21:13,15469,7644,169.21,8295673,96,0,0
3711969,2025-02-02 00:21:21,394,14237,100.26,8295681,96,0,0
3711970,2025-02-02 00:21:28,6138,5884,137.45,8295688,96,0,0
3711971,2025-02-02 00:22:30,18818,16826,19.68,8295750,96,0,0
3711972,2025-02-02 00:22:34,1915,5844,33.5,8295754,96,0,0
3711974,2025-02-02 00:22:47,12393,17321,5.97,8295767,96,0,0
3711973,2025-02-02 00:22:47,17203,34572,58.9,8295767,96,0,0
3711975,2025-02-02 00:23:06,14873,29719,31.32,8295786,96,0,0
3711976,2025-02-02 00:23:19,1436,20401,135.42,8295799,96,0,0
3711977,2025-02-02 00:23:21,10126,27586,20.55,8295801,96,0,0
3711978,2025-02-02 00:23:38,9599,25595,103.02,8295818,96,0,0
3711979,2025-02-02 00:24:07,16630,14487,6.06,8295847,96,0,0
3711980,2025-02-02 00:24:09,11464,22829,81.65,8295849,96,0,0
3711981,2025-02-02 00:24:11,17974,25033,24.74,8295851,96,0,0
3711982,2025-02-02 00:24:13,10876,2267,33.85,8295853,96,0,0
3711983,2025-02-02 00:24:20,1229,38106,14.75,8295860,96,0,0
3711984,2025-02-02 00:24:33,6389,35797,2.75,8295873,96,0,0
3711985,2025-02-02 00:24:49,9129,841,13.5,8295889,96,0,0
3711986,2025-02-02 00:24:56,14631,4337,43.56,8295896,96,0,0
3711987,2025-02-02 00:25:04,13529,32720,57.08,8295904,96,0,0
3711988,2025-02-02 00:25:06,4986,12950,13.91,8295906,96,0,0
3711989,2025-02-02 00:25:11,5650,19011,102.1,8295911,96,0,0
3711990,2025-02-02 00:25:13,13103,1524,88.92,8295913,96,0,0
3711991,2025-02-02 00:25:18,18791,29144,23.77,8295918,96,0,0
3711992,2025-02-02 00:25:26,6389,15106,7.32,8295926,96,0,0
3711993,2025-02-02 00:25:37,15407,23657,121.29,8295937,96,0,0
