TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_TIME_SECONDS,TX_TIME_DAYS,TX_FRAUD,TX_FRAUD_SCENARIO
1934452,2024-12-18 00:00:11,1895,27778,146.91,4320011,50,0,0
1934453,2024-12-18 00:00:19,9841,485,79.68,4320019,50,0,0
1934454,2024-12-18 00:00:21,13624,10822,119.51,4320021,50,0,0
1934455,2024-12-18 00:00:26,13104,6519,87.01,4320026,50,0,0
1934456,2024-12-18 00:00:41,19250,24598,44.16,4320041,50,0,0
1934457,2024-12-18 00:00:58,7262,32848,59.82,4320058,50,0,0
1934458,2024-12-18 00:01:24,19738,28038,10.27,4320084,50,0,0
1934459,2024-12-18 00:01:26,13876,22586,97.57,4320086,50,0,0
1934461,2024-12-18 00:01:36,8296,174,61.77,4320096,50,0,0
1934460,2024-12-18 00:01:36,5769,37731,3.26,4320096,50,0,0
1934462,2024-12-18 00:01:39,2044,843,18.33,4320099,50,0,0
1934463,2024-12-18 00:01:52,5689,17567,82.17,4320112,50,0,0
1934464,2024-12-18 00:02:10,3344,7501,59.73,4320130,50,0,0
1934465,2024-12-18 00:02:13,5636,5915,6.61,4320133,50,0,0
1934466,2024-12-18 00:02:20,9359,13980,13.08,4320140,50,0,0
1934467,2024-12-18 00:02:41,1642,22402,84.48,4320161,50,0,0
1934468,2024-12-18 00:03:07,3256,15168,7.62,4320187,50,0,0
1934469,2024-12-18 00:03:11,1447,32654,69.95,4320191,50,0,0
1934470,2024-12-18 00:03:16,750,35326,76.78,4320196,50,0,0
1934471,2024-12-18 00:03:16,11194,36038,23.34,4320196,50,0,0
1934472,2024-12-18 00:03:59,915,24828,37.49,4320239,50,0,0
1934473,2024-12-18 00:04:06,1817,21246,72.23,4320246,50,0,0
1934474,2024-12-18 00:04:13,2813,29814,31.67,4320253,50,0,0
1934475,2024-12-18 00:04:34,7966,13488,45.7,4320274,50,0,0
1934476,2024-12-18 00:04:48,18846,38192,81.87,4320288,50,0,0
1934477,2024-12-18 00:04:49,9252,9813,15.21,4320289,50,0,0
1934478,2024-12-18 00:04:51,5198,25580,131.39,4320291,50,0,0
1934479,2024-12-18 00:04:54,17973,22193,95.77,4320294,50,0,0
1934480,2024-12-18 00:05:13,6978,37169,15.41,4320313,50,0,0
1934481,2024-12-18 00:05:37,8716,12370,12.01,4320337,50,0,0
1934482,2024-12-18 00:06:06,14674,16372,0.55,4320366,50,0,0
1934483,2024-12-18 00:06:10,13922,10399,19.3,4320370,50,0,0
1934484,2024-12-18 00:06:32,7084,1803,28.66,4320392,50,0,0
1934485,2024-12-18 00:06:44,2240,33252,63.3,4320404,50,0,0
1934486,2024-12-18 00:06:45,14354,35711,62.09,4320405,50,0,0
1934487,2024-12-18 00:06:49,11411,27266,33.82,4320409,50,0,0
1934488,2024-12-18 00:07:07,17855,37362,52.79,4320427,50,0,0
1934489,2024-12-18 00:07:10,15205,3489,72.67,4320430,50,0,0
1934490,2024-12-18 00:07:39,15292,7273,116.59,4320459,50,0,0
1934491,2024-12-18 00:07:40,8856,26086,2.67,4320460,50,0,0
1934492,2024-12-18 00:07:48,15452,20132,1.12,4320468,50,0,0
1934493,2024-12-18 00:07:57,18870,13682,174.53,4320477,50,0,0
1934494,2024-12-18 00:08:26,1423,19486,28.69,4320506,50,0,0
1934495,2024-12-18 00:08:35,2596,8027,81.62,4320515,50,0,0
1934496,2024-12-18 00:08:36,686,18982,34.44,4320516,50,0,0
1934497,2024-12-18 00:08:45,4775,17651,10.97,4320525,50,0,0
1934498,2024-12-18 00:09:07,10524,30214,18.44,4320547,50,0,0
1934499,2024-12-18 00:09:11,15817,6814,10.36,4320551,50,0,0
1934500,2024-12-18 00:09:11,9244,9537,17.46,4320551,50,0,0
1934501,2024-12-18 00:09:20,6159,32955,43.09,4320560,50,0,0
1934502,2024-12-18 00:09:22,3226,5169,45.56,4320562,50,0,0
1934503,2024-12-18 00:09:57,4382,18629,37.56,4320597,50,0,0
1934504,2024-12-18 00:10:03,9492,15488,54.04,4320603,50,0,0
1934505,2024-12-18 00:10:31,11252,24785,67.68,4320631,50,0,0
1934506,2024-12-18 00:10:34,9297,30646,102.96,4320634,50,0,0
1934507,2024-12-18 00:10:44,18728,21170,89.74,4320644,50,0,0
1934508,2024-12-18 00:10:50,1546,17288,41.65,4320650,50,0,0
1934509,2024-12-18 00:10:59,6883,22982,52.89,4320659,50,0,0
1934510,2024-12-18 00:11:09,13999,8295,114.52,4320669,50,0,0
1934511,2024-12-18 00:11:23,1240,17812,53.76,4320683,50,0,0
1934512,2024-12-18 00:11:24,12822,30853,64.55,4320684,50,0,0
1934513,2024-12-18 00:11:31,497,34481,5.64,4320691,50,0,0
1934514,2024-12-18 00:11:54,54,36958,75.2,4320714,50,0,0
1934515,2024-12-18 00:12:21,18218,32290,101.16,4320741,50,0,0
1934516,2024-12-18 00:12:48,15826,19963,57.99,4320768,50,0,0
1934517,2024-12-18 00:12:49,10765,26139,54.29,4320769,50,0,0
1934518,2024-12-18 00:12:52,11125,36908,44.21,4320772,50,0,0
1934519,2024-12-18 00:12:57,3598,37002,8.15,4320777,50,0,0
1934520,2024-12-18 00:13:04,7607,5110,11.05,4320784,50,0,0
1934521,2024-12-18 00:13:05,4059,29058,27.24,4320785,50,0,0
1934522,2024-12-18 00:13:20,14268,29345,25.82,4320800,50,0,0
1934523,2024-12-18 00:13:30,8920,25316,65.67,4320810,50,0,0
1934524,2024-12-18 00:13:33,2084,10630,43.6,4320813,50,0,0
1934525,2024-12-18 00:13:43,6294,8109,18.49,4320823,50,0,0
1934526,2024-12-18 00:13:47,15887,36475,42.86,4320827,50,0,0
1934527,2024-12-18 00:13:51,13443,6851,128.16,4320831,50,0,0
1934528,2024-12-18 00:14:04,18739,3271,12.77,4320844,50,0,0
1934529,2024-12-18 00:14:11,5738,6721,12.82,4320851,50,0,0
1934530,2024-12-18 00:14:15,551,5828,29.86,4320855,50,0,0
