TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_TIME_SECONDS,TX_TIME_DAYS,TX_FRAUD,TX_FRAUD_SCENARIO
1237452,2024-11-30 00:00:26,8641,18049,42.62,2764826,32,0,0
1237453,2024-11-30 00:00:29,9412,30658,90.36,2764829,32,0,0
1237454,2024-11-30 00:00:31,11653,20999,87.39,2764831,32,0,0
1237455,2024-11-30 00:00:38,7189,23326,86.36,2764838,32,0,0
1237456,2024-11-30 00:00:38,5330,23273,69.72,2764838,32,0,0
1237457,2024-11-30 00:00:54,8693,20459,93.74,2764854,32,0,0
1237458,2024-11-30 00:01:07,3424,5497,97.78,2764867,32,0,0
1237459,2024-11-30 00:01:11,17098,4556,54.78,2764871,32,0,0
1237460,2024-11-30 00:01:22,5324,6582,52.18,2764882,32,0,0
1237461,2024-11-30 00:01:34,7528,39526,5.59,2764894,32,0,0
1237462,2024-11-30 00:02:00,12488,12348,24.92,2764920,32,0,0
1237463,2024-11-30 00:02:06,12563,34961,114.42,2764926,32,0,0
1237464,2024-11-30 00:02:42,17592,5588,31.67,2764962,32,0,0
1237465,2024-11-30 00:02:54,9538,6207,1.77,2764974,32,0,0
1237466,2024-11-30 00:03:04,2002,1234,9.1,2764984,32,0,0
1237467,2024-11-30 00:03:07,10272,18336,65.79,2764987,32,0,0
1237468,2024-11-30 00:03:25,5012,5956,12.49,2765005,32,0,0
1237469,2024-11-30 00:03:39,6503,30510,46.08,2765019,32,0,0
1237470,2024-11-30 00:03:53,12046,1676,35.46,2765033,32,0,0
1237471,2024-11-30 00:04:07,17563,4345,145.5,2765047,32,0,0
1237472,2024-11-30 00:04:25,1178,23842,59.49,2765065,32,0,0
1237473,2024-11-30 00:04:33,13406,22996,20.04,2765073,32,0,0
1237474,2024-11-30 00:04:35,764,25957,68.33,2765075,32,0,0
1237475,2024-11-30 00:05:02,11795,3726,84.94,2765102,32,0,0
1237476,2024-11-30 00:05:11,7520,22657,69.18,2765111,32,0,0
1237477,2024-11-30 00:05:16,16243,30065,55.2,2765116,32,0,0
1237479,2024-11-30 00:05:40,6538,35963,74.67,2765140,32,0,0
1237478,2024-11-30 00:05:40,14045,33611,133.62,2765140,32,0,0
1237480,2024-11-30 00:05:46,6939,16469,62.27,2765146,32,0,0
1237481,2024-11-30 00:06:05,202,39309,29.72,2765165,32,0,0
1237482,2024-11-30 00:06:20,17331,7667,11.17,2765180,32,0,0
1237483,2024-11-30 00:06:26,9024,18141,13.34,2765186,32,0,0
1237484,2024-11-30 00:06:40,4275,24250,66.54,2765200,32,0,0
1237485,2024-11-30 00:07:40,12955,30792,136.87,2765260,32,0,0
1237486,2024-11-30 00:07:51,1932,20294,67.43,2765271,32,0,0
1237487,2024-11-30 00:08:14,9753,21334,67.35,2765294,32,0,0
1237489,2024-11-30 00:08:45,7083,1694,9.68,2765325,32,0,0
1237488,2024-11-30 00:08:45,9810,25217,12.87,2765325,32,0,0
1237490,2024-11-30 00:09:16,4081,28821,61.58,2765356,32,0,0
1237491,2024-11-30 00:09:31,1930,39349,61.95,2765371,32,0,0
1237492,2024-11-30 00:09:32,5863,16369,53.61,2765372,32,0,0
1237493,2024-11-30 00:09:38,15570,11603,31.9,2765378,32,0,0
1237494,2024-11-30 00:09:49,162,4941,59.27,2765389,32,0,0
1237495,2024-11-30 00:09:52,19629,28632,13.89,2765392,32,0,0
1237496,2024-11-30 00:10:26,5828,7857,53.1,2765426,32,0,0
1237497,2024-11-30 00:10:27,16647,16709,65.46,2765427,32,0,0
1237498,2024-11-30 00:10:32,2787,9864,131.95,2765432,32,0,0
1237499,2024-11-30 00:10:43,7702,15191,80.8,2765443,32,0,0
1237500,2024-11-30 00:11:38,14336,31244,22.75,2765498,32,0,0
1237501,2024-11-30 00:11:45,4178,3058,61.09,2765505,32,0,0
1237502,2024-11-30 00:12:01,11279,169,12.62,2765521,32,0,0
1237503,2024-11-30 00:12:02,6045,26473,125.65,2765522,32,0,0
1237504,2024-11-30 00:12:18,13577,22487,9.88,2765538,32,0,0
1237505,2024-11-30 00:12:34,7541,31574,104.59,2765554,32,0,0
1237506,2024-11-30 00:12:49,12367,31644,48.04,2765569,32,0,0
1237507,2024-11-30 00:12:54,10099,30931,51.5,2765574,32,0,0
1237508,2024-11-30 00:13:22,5082,22954,28.87,2765602,32,0,0
1237509,2024-11-30 00:13:38,6619,26084,65.21,2765618,32,0,0
1237510,2024-11-30 00:13:58,7314,23590,4.95,2765638,32,0,0
1237511,2024-11-30 00:14:01,6969,2818,7.62,2765641,32,0,0
1237512,2024-11-30 00:14:30,910,9841,41.36,2765670,32,0,0
1237513,2024-11-30 00:15:09,4444,7233,67.2,2765709,32,0,0
1237514,2024-11-30 00:15:13,17287,9639,37.24,2765713,32,0,0
1237515,2024-11-30 00:15:15,12641,16690,35.2,2765715,32,0,0
1237516,2024-11-30 00:15:23,3987,28191,51.87,2765723,32,0,0
1237517,2024-11-30 00:15:30,164,34980,56.98,2765730,32,0,0
1237518,2024-11-30 00:15:38,4034,35999,186.53,2765738,32,0,0
1237519,2024-11-30 00:16:17,6605,37777,47.58,2765777,32,0,0
1237520,2024-11-30 00:16:27,12210,9650,54.91,2765787,32,0,0
1237521,2024-11-30 00:16:34,17323,748,166.77,2765794,32,0,0
1237522,2024-11-30 00:16:39,1016,36685,58.72,2765799,32,0,0
1237523,2024-11-30 00:17:30,1469,12102,116.47,2765850,32,0,0
1237524,2024-11-30 00:17:31,14971,26984,27.46,2765851,32,0,0
1237525,2024-11-30 00:17:39,3209,30858,71.6,2765859,32,0,0
1237526,2024-11-30 00:17:41,14365,7132,13.47,2765861,32,0,0
1237527,2024-11-30 00:18:40,18917,5426,9.71,2765920,32,0,0
1237528,2024-11-30 00:18:43,8533,32530,27.75,2765923,32,0,0
1237529,2024-11-30 00:18:44,749,28042,21.54,2765924,32,0,0
1237530,2024-11-30 00:18:51,14951,27508,28.19,2765931,32,0,0
1237531,2024-11-30 00:18:51,292,31247,47.97,2765931,32,0,0
1237532,2024-11-30 00:18:53,13913,11174,2.29,2765933,32,0,0
1237533,2024-11-30 00:18:58,6405,9647,83.05,2765938,32,0,0
1237534,2024-11-30 00:19:12,16324,6828,86.93,2765952,32,0,0
1237535,2024-11-30 00:19:19,14024,24831,42.4,2765959,32,0,0
1237536,2024-11-30 00:19:40,5712,22718,30.94,2765980,32,0,0
1237537,2024-11-30 00:19:40,4110,4643,61.99,2765980,32,0,0
1237538,2024-11-30 00:19:46,10305,16557,24.0,2765986,32,0,0
1237539,2024-11-30 00:20:03,14456,3894,31.14,2766003,32,0,0
1237540,2024-11-30 00:20:10,13485,20987,25.33,2766010,32,0,0
1237541,2024-11-30 00:20:24,8080,36683,34.87,2766024,32,0,0
1237542,2024-11-30 00:20:35,4586,39410,80.73,2766035,32,0,0
1237543,2024-11-30 00:20:42,16992,25935,60.6,2766042,32,0,0
1237544,2024-11-30 00:21:49,16725,35701,117.52,2766109,32,0,0
1237545,2024-11-30 00:21:51,4587,9585,110.13,2766111,32,0,0
1237546,2024-11-30 00:21:52,5514,22468,6.85,2766112,32,0,0
1237547,2024-11-30 00:21:53,2833,24264,24.5,2766113,32,0,0
1237548,2024-11-30 00:22:17,16247,19367,24.55,2766137,32,0,0
1237549,2024-11-30 00:22:29,8444,29386,55.47,2766149,32,0,0
1237550,2024-11-30 00:22:31,14036,13265,108.11,2766151,32,0,0
1237551,2024-11-30 00:22:46,9278,3041,98.1,2766166,32,0,0
1237552,2024-11-30 00:23:13,12386,23010,79.39,2766193,32,0,0
1237553,2024-11-30 00:23:21,655,8002,114.47,2766201,32,0,0
1237554,2024-11-30 00:23:40,6539,4426,12.84,2766220,32,0,0
1237555,2024-11-30 00:23:44,3888,10392,23.58,2766224,32,0,0
1237556,2024-11-30 00:24:17,6336,34415,53.06,2766257,32,0,0
1237557,2024-11-30 00:24:21,13882,31075,18.71,2766261,32,0,0
1237558,2024-11-30 00:24:24,12960,10908,54.37,2766264,32,0,0
1237559,2024-11-30 00:24:27,10615,20915,120.16,2766267,32,0,0
1237560,2024-11-30 00:24:31,14665,30763,5.93,2766271,32,0,0
1237561,2024-11-30 00:24:36,7669,2987,19.01,2766276,32,0,0
1237562,2024-11-30 00:24:38,8521,12839,2.67,2766278,32,0,0
1237563,2024-11-30 00:26:07,11480,29333,106.44,2766367,32,0,0
1237564,2024-11-30 00:26:34,8813,27496,8.97,2766394,32,0,0
1237565,2024-11-30 00:26:35,1084,7097,39.27,2766395,32,0,0
1237566,2024-11-30 00:27:25,9863,20807,103.34,2766445,32,0,0
1237567,2024-11-30 00:27:26,3080,26911,11.47,2766446,32,0,0
1237568,2024-11-30 00:27:27,3259,14982,22.6,2766447,32,0,0
1237569,2024-11-30 00:28:04,11436,36356,15.82,2766484,32,0,0
1237570,2024-11-30 00:28:22,18485,27720,3.21,2766502,32,0,0
1237571,2024-11-30 00:28:43,15963,657,55.39,2766523,32,0,0
1237572,2024-11-30 00:28:57,17018,10303,121.72,2766537,32,0,0
1237573,2024-11-30 00:29:05,4085,20928,103.03,2766545,32,0,0
1237574,2024-11-30 00:29:13,742,33886,79.37,2766553,32,0,0
1237575,2024-11-30 00:29:28,14460,9903,30.6,2766568,32,0,0
1237576,2024-11-30 00:29:40,5366,33001,27.41,2766580,32,0,0
1237577,2024-11-30 00:29:47,48,9263,53.75,2766587,32,0,0
1237578,2024-11-30 00:30:04,3964,2371,17.46,2766604,32,0,0
1237579,2024-11-30 00:30:09,17634,9550,30.01,2766609,32,0,0
1237580,2024-11-30 00:30:13,5567,2500,9.43,2766613,32,0,0
1237581,2024-11-30 00:30:17,18708,15733,11.29,2766617,32,0,0
1237583,2024-11-30 00:30:34,11676,31889,1.03,2766634,32,0,0
1237582,2024-11-30 00:30:34,2470,8232,113.94,2766634,32,0,0
1237584,2024-11-30 00:30:37,1875,13930,6.14,2766637,32,0,0
1237585,2024-11-30 00:30:42,2233,24347,17.28,2766642,32,0,0
1237586,2024-11-30 00:30:58,6551,22568,36.26,2766658,32,0,0
1237587,2024-11-30 00:31:11,5875,8586,60.12,2766671,32,0,0
1237588,2024-11-30 00:31:20,18327,37873,19.57,2766680,32,0,0
1237589,2024-11-30 00:31:27,17417,11316,90.05,2766687,32,0,0
1237590,2024-11-30 00:32:39,242,634,82.05,2766759,32,0,0
